INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
226461	复用·灭世	2	226461	0	2	330	10	10	10	10	155100	186120	155100	186120	37224	31020	31020	0	12601875	6204	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226462	复用·灭世	2	226462	0	2	330	10	10	10	10	156200	187440	156200	187440	37488	31240	31240	0	12691250	6248	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226463	复用·灭世	2	226463	0	2	330	10	10	10	10	157300	188760	157300	188760	37752	31460	31460	0	7668375	6292	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226464	复用·灭世	2	226464	0	2	330	10	10	10	10	158400	190080	158400	190080	38016	31680	31680	0	18018000	6336	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226470	复用·灭世	2	226470	0	2	330	10	10	10	10	159500	191400	159500	191400	38280	31900	31900	0	12959375	6380	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226471	复用·灭世	2	226471	0	2	330	10	10	10	10	160600	192720	160600	192720	38544	32120	32120	0	13048750	6424	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226472	复用·灭世	2	226472	0	2	330	10	10	10	10	161700	194040	161700	194040	38808	32340	32340	0	13138125	6468	0	12000	0	20000	100000	0	0	0	0	0	450	0	0	0	0	0	0	0	7821	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226473	复用·灭世	2	226473	0	2	330	10	10	10	10	162800	195360	162800	195360	39072	32560	32560	0	7936500	6512	0	12000	0	20000	100000	0	0	0	0	0	550	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
226474	复用·灭世	2	226474	0	2	330	10	10	10	10	163900	196680	163900	196680	39336	32780	32780	0	18643625	6556	0	12000	0	20000	100000	0	0	0	0	0	350	0	0	0	0	0	0	0	7811	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
227000	救世礼箱	1	227000	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
227001	剑士雕像	0	227001	0	0	1	17	5	3	10	40	40	0	0	0	18	14	0	500	300	0	12000	0	20000	11	11	0	0	0	0	550	0	0	0	0	0	0	0	0	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
227002	法师雕像	0	227002	0	0	1	4	5	15	6	0	0	60	60	0	13	17	0	500	300	0	12000	0	20000	14	14	0	0	0	0	550	0	0	0	0	0	0	0	100	101	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
227003	弓箭手雕像	0	227003	1	0	1	5	15	5	8	52	52	0	0	0	16	16	0	500	300	0	12000	0	20000	13	13	0	0	0	0	550	0	0	0	0	0	0	0	200	201	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
227004	救世礼箱	1	227004	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227005	救世礼箱	1	227005	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227006	救世礼箱	1	227006	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227007	救世礼箱	1	227007	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227008	救世礼箱	1	227008	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227009	救世礼箱	1	227009	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227010	救世礼箱	1	227010	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
227011	救世礼箱	1	227011	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	99999999	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
230000	凤凰	2	230000	0	2	110	10	10	10	10	1050	1250	1050	1250	130	520	520	0	117010	1000	0	12000	0	20000	220	220	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230001	黑龙	2	230001	0	2	115	10	10	10	10	1100	1300	1100	1300	140	540	540	0	130046	1000	0	12000	0	20000	240	240	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230002	风蛇	2	230002	0	2	120	10	10	10	10	1151	1351	1151	1351	150	560	560	0	143117	1000	0	12000	0	20000	260	260	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230003	白虎	2	230003	0	2	125	10	10	10	10	1204	1404	1204	1404	161	580	580	0	156228	1000	0	12000	0	20000	280	280	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230004	黄金幼龙	2	230004	0	2	130	10	10	10	10	1257	1457	1257	1457	172	600	600	0	169390	1000	0	12000	0	20000	300	300	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230005	天使	2	230005	0	2	135	10	10	10	10	1312	1512	1312	1512	183	620	620	0	182608	1000	0	12000	0	20000	320	320	0	0	0	0	200	0	0	0	0	0	0	0	1114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230006	恶魔	2	230006	0	2	140	10	10	10	10	1369	1569	1369	1569	194	640	640	0	195891	1000	0	12000	0	20000	340	340	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230007	翡翠雏龙	2	230007	0	2	145	10	10	10	10	1428	1628	1428	1628	206	660	660	0	209248	1000	0	12000	0	20000	361	361	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230008	天马	2	230008	0	2	150	10	10	10	10	1490	1690	1490	1690	218	680	680	0	222684	1000	0	12000	0	20000	381	381	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230009	娜迦	2	230009	0	2	155	10	10	10	10	1555	1755	1555	1755	230	701	701	0	236210	1000	0	12000	0	20000	402	402	0	0	0	0	200	0	0	0	0	0	0	0	1115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230010	雷震子	2	230010	0	2	160	10	10	10	10	1622	1822	1622	1822	242	721	721	0	249831	1000	0	12000	0	20000	422	422	0	0	0	0	200	0	0	0	0	0	0	0	1021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230011	精英凤凰	2	230011	0	2	140	10	10	10	10	1693	1893	1693	1893	508	741	741	0	790668	1000	0	12000	0	20000	442	442	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230012	精英黑龙	2	230012	0	2	145	10	10	10	10	1768	1968	1768	1968	534	762	762	0	832182	1000	0	12000	0	20000	463	463	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230013	精英风蛇	2	230013	0	2	150	10	10	10	10	1847	2047	1847	2047	558	782	782	0	874050	1000	0	12000	0	20000	483	483	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230014	精英白虎	2	230014	0	2	155	10	10	10	10	1930	2130	1930	2130	584	803	803	0	916305	1000	0	12000	0	20000	504	504	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230015	精英天使	2	230015	0	2	160	10	10	10	10	2017	2217	2017	2217	612	824	824	0	958962	1000	0	12000	0	20000	525	525	0	0	0	0	200	0	0	0	0	0	0	0	1114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230016	精英恶魔	2	230016	0	2	165	10	10	10	10	2110	2310	2110	2310	638	845	845	0	1002048	1000	0	12000	0	20000	545	545	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230017	精英翡翠雏龙	2	230017	0	2	170	10	10	10	10	2207	2407	2207	2407	664	866	866	0	1045590	1000	0	12000	0	20000	566	566	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230018	精英天马	2	230018	0	2	175	10	10	10	10	2311	2511	2311	2511	692	887	887	0	1089603	1000	0	12000	0	20000	587	587	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230019	精英娜迦	2	230019	0	2	180	10	10	10	10	2420	2620	2420	2620	720	908	908	0	1134120	1000	0	12000	0	20000	608	608	0	0	0	0	200	0	0	0	0	0	0	0	1115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230020	精英雷震子	2	230020	0	2	185	10	10	10	10	2535	2735	2535	2735	750	929	929	0	1179156	1000	0	12000	0	20000	628	628	0	0	0	0	200	0	0	0	0	0	0	0	1021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230021	黑袍巫魔	3	230021	0	2	200	10	10	10	10	2656	2856	2656	2856	1556	951	951	0	2449476	1000	0	12000	0	20000	649	649	0	0	0	0	200	0	0	0	0	0	0	0	1011	1004	4004	5018	5019	5020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230022	盗贼魔头	3	230022	0	2	200	10	10	10	10	2784	2984	2784	2984	1616	972	972	0	2541786	1000	0	12000	0	20000	670	670	0	0	0	0	200	0	0	0	0	0	0	0	1031	1004	5036	5037	5038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230023	幻雪冰后	3	230023	0	2	200	10	10	10	10	2920	3120	2920	3120	1672	994	994	0	2635272	1000	0	12000	0	20000	691	691	0	0	0	0	200	0	0	0	0	0	0	0	5050	1004	4004	5051	5052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230024	魔王之影	3	230024	0	2	200	10	10	10	10	3062	3262	3062	3262	1736	1016	1016	0	2730000	1000	0	12000	0	20000	712	712	0	0	0	0	200	0	0	0	0	0	0	0	3008	1004	4004	1078	1381	1383	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230025	荒古魔魂	3	230025	0	2	200	10	10	10	10	3212	3412	3212	3412	1796	1038	1038	0	2826000	1000	0	12000	0	20000	733	733	0	0	0	0	200	0	0	0	0	0	0	0	1060	1004	4004	5080	5081	5082	5083	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230026	魔灵塞伊丝	3	230026	0	2	200	10	10	10	10	3370	3570	3370	3570	1856	1060	1060	0	2923326	1000	0	12000	0	20000	754	754	0	0	0	0	200	0	0	0	0	0	0	0	1090	1004	4004	5129	5130	5131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230100	凤凰	2	230100	0	2	200	10	10	10	10	3536	3736	3536	3736	480	1082	1082	0	503672	1000	0	12000	0	20000	775	775	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230101	黑龙	2	230101	0	2	205	10	10	10	10	3711	3911	3711	3911	496	1105	1105	0	520358	1000	0	12000	0	20000	796	796	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230102	风蛇	2	230102	0	2	210	10	10	10	10	3895	4095	3895	4095	512	1127	1127	0	537290	1000	0	12000	0	20000	818	818	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230103	白虎	2	230103	0	2	215	10	10	10	10	4087	4287	4087	4287	529	1150	1150	0	554473	1000	0	12000	0	20000	839	839	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230104	黄金幼龙	2	230104	0	2	220	10	10	10	10	4289	4489	4289	4489	545	1173	1173	0	571916	1000	0	12000	0	20000	860	860	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230105	天使	2	230105	0	2	225	10	10	10	10	4501	4701	4501	4701	562	1197	1197	0	589628	1000	0	12000	0	20000	881	881	0	0	0	0	200	0	0	0	0	0	0	0	1114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230106	恶魔	2	230106	0	2	230	10	10	10	10	4723	4923	4723	4923	579	1220	1220	0	607614	1000	0	12000	0	20000	903	903	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230107	翡翠雏龙	2	230107	0	2	235	10	10	10	10	4955	5155	4955	5155	596	1244	1244	0	625885	1000	0	12000	0	20000	924	924	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230108	天马	2	230108	0	2	235	10	10	10	10	5197	5397	5197	5397	614	1267	1267	0	644446	1000	0	12000	0	20000	945	945	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230109	娜迦	2	230109	0	2	235	10	10	10	10	5451	5651	5451	5651	631	1292	1292	0	663306	1000	0	12000	0	20000	967	967	0	0	0	0	200	0	0	0	0	0	0	0	1115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230110	雷震子	2	230110	0	2	235	10	10	10	10	5715	5915	5715	5915	649	1316	1316	0	682474	1000	0	12000	0	20000	988	988	0	0	0	0	200	0	0	0	0	0	0	0	1021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230111	精英凤凰	2	230111	0	2	210	10	10	10	10	5992	6192	5992	6192	1336	1340	1340	0	2105865	1000	0	12000	0	20000	1010	1010	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230112	精英黑龙	2	230112	0	2	215	10	10	10	10	6280	6480	6280	6480	1372	1365	1365	0	2165280	1000	0	12000	0	20000	1032	1032	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230113	精英风蛇	2	230113	0	2	220	10	10	10	10	6580	6780	6580	6780	1408	1390	1390	0	2225682	1000	0	12000	0	20000	1053	1053	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230114	精英白虎	2	230114	0	2	225	10	10	10	10	6892	7092	6892	7092	1446	1415	1415	0	2287098	1000	0	12000	0	20000	1075	1075	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230115	精英天使	2	230115	0	2	230	10	10	10	10	7217	7417	7217	7417	1484	1441	1441	0	2349555	1000	0	12000	0	20000	1096	1096	0	0	0	0	200	0	0	0	0	0	0	0	1114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230116	精英恶魔	2	230116	0	2	235	10	10	10	10	7556	7756	7556	7756	1524	1467	1467	0	2413068	1000	0	12000	0	20000	1118	1118	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230117	精英翡翠雏龙	2	230117	0	2	240	10	10	10	10	7907	8107	7907	8107	1562	1493	1493	0	2477670	1000	0	12000	0	20000	1140	1140	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230118	精英天马	2	230118	0	2	240	10	10	10	10	8272	8472	8272	8472	1602	1519	1519	0	2543376	1000	0	12000	0	20000	1162	1162	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230119	精英娜迦	2	230119	0	2	240	10	10	10	10	8651	8851	8651	8851	1642	1546	1546	0	2610213	1000	0	12000	0	20000	1184	1184	0	0	0	0	200	0	0	0	0	0	0	0	1115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230120	精英雷震子	2	230120	0	2	240	10	10	10	10	9044	9244	9044	9244	1682	1572	1572	0	2678208	1000	0	12000	0	20000	1206	1206	0	0	0	0	200	0	0	0	0	0	0	0	1021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230121	黑袍巫魔	3	230121	0	2	250	10	10	10	10	9452	9652	9452	9652	3444	1600	1600	0	5494752	1000	0	12000	0	20000	1228	1228	0	0	0	0	200	0	0	0	0	0	0	0	1011	1004	4004	5018	5019	5020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230122	盗贼魔头	3	230122	0	2	250	10	10	10	10	9875	10075	9875	10075	3528	1627	1627	0	5635500	1000	0	12000	0	20000	1250	1250	0	0	0	0	200	0	0	0	0	0	0	0	1031	1004	5036	5037	5038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230123	幻雪冰后	3	230123	0	2	250	10	10	10	10	10312	10512	10312	10512	3612	1655	1655	0	5778690	1000	0	12000	0	20000	1272	1272	0	0	0	0	200	0	0	0	0	0	0	0	5050	1004	4004	5051	5052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230124	魔王之影	3	230124	0	2	250	10	10	10	10	10765	10965	10765	10965	3696	1683	1683	0	5924376	1000	0	12000	0	20000	1294	1294	0	0	0	0	200	0	0	0	0	0	0	0	3008	1004	4004	1078	1381	1383	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230125	荒古魔魂	3	230125	0	2	250	10	10	10	10	11234	11434	11234	11434	3780	1711	1711	0	6072612	1000	0	12000	0	20000	1316	1316	0	0	0	0	200	0	0	0	0	0	0	0	1060	1004	4004	5080	5081	5082	5083	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230126	魔灵塞伊丝	3	230126	0	2	250	10	10	10	10	11719	11919	11719	11919	3868	1740	1740	0	6223428	1000	0	12000	0	20000	1338	1338	0	0	0	0	200	0	0	0	0	0	0	0	1090	1004	4004	5129	5130	5131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230200	凤凰	2	230200	0	2	250	10	10	10	10	12220	12420	12220	12420	989	1769	1769	0	1062815	1000	0	12000	0	20000	1360	1360	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230201	黑龙	2	230201	0	2	255	10	10	10	10	12737	12937	12737	12937	1011	1798	1798	0	1088838	1000	0	12000	0	20000	1382	1382	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230202	风蛇	2	230202	0	2	260	10	10	10	10	13272	13472	13272	13472	1033	1828	1828	0	1115316	1000	0	12000	0	20000	1404	1404	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230203	白虎	2	230203	0	2	265	10	10	10	10	13823	14023	13823	14023	1055	1858	1858	0	1142258	1000	0	12000	0	20000	1427	1427	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230204	黄金幼龙	2	230204	0	2	270	10	10	10	10	14393	14593	14393	14593	1078	1888	1888	0	1169669	1000	0	12000	0	20000	1449	1449	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230205	天使	2	230205	0	2	275	10	10	10	10	14980	15180	14980	15180	1101	1919	1919	0	1197560	1000	0	12000	0	20000	1472	1472	0	0	0	0	200	0	0	0	0	0	0	0	1114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230206	恶魔	2	230206	0	2	280	10	10	10	10	15585	15785	15585	15785	1124	1950	1950	0	1225936	1000	0	12000	0	20000	1494	1494	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230207	翡翠雏龙	2	230207	0	2	285	10	10	10	10	16208	16408	16208	16408	1148	1982	1982	0	1254806	1000	0	12000	0	20000	1516	1516	0	0	0	0	200	0	0	0	0	0	0	0	1013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230208	天马	2	230208	0	2	285	10	10	10	10	16850	17050	16850	17050	1171	2014	2014	0	1284179	1000	0	12000	0	20000	1539	1539	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230209	娜迦	2	230209	0	2	285	10	10	10	10	17512	17712	17512	17712	1195	2046	2046	0	1314060	1000	0	12000	0	20000	1561	1561	0	0	0	0	200	0	0	0	0	0	0	0	1115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230210	雷震子	2	230210	0	2	285	10	10	10	10	18192	18392	18192	18392	1219	2078	2078	0	1344460	1000	0	12000	0	20000	1584	1584	0	0	0	0	200	0	0	0	0	0	0	0	1021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
230211	精英凤凰	2	230211	0	2	260	10	10	10	10	18892	19092	18892	19092	2488	2111	2111	0	4126152	1000	0	12000	0	20000	1607	1607	0	0	0	0	200	0	0	0	0	0	0	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
