INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6838	2	-1	0	-1	0	1	0	-1	-1	0	3	6838	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6839	2	-1	0	-1	0	1	0	-1	-1	0	3	6839	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6840	2	-1	0	-1	0	1	0	-1	-1	0	3	6840	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6841	2	-1	0	-1	0	1	0	-1	-1	0	3	6841	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6842	2	-1	0	-1	0	1	0	-1	-1	0	3	6842	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6843	2	-1	0	-1	0	1	0	-1	-1	0	3	6843	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6844	2	-1	0	-1	0	1	0	-1	-1	0	3	6844	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6845	2	-1	0	-1	0	1	0	-1	-1	0	3	6845	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6846	2	-1	0	-1	0	1	0	-1	-1	0	3	6846	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6847	2	-1	0	-1	0	1	0	-1	-1	0	3	6847	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6848	2	-1	0	-1	0	1	0	-1	-1	0	3	6848	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6849	2	-1	0	-1	0	1	0	-1	-1	0	3	6849	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6850	2	-1	0	-1	0	1	0	-1	-1	0	3	6850	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6851	2	-1	0	-1	0	1	0	-1	-1	0	3	6851	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6852	2	-1	0	-1	0	1	0	-1	-1	0	3	6852	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6853	2	-1	0	-1	0	1	0	-1	-1	0	3	6853	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6854	2	-1	0	-1	0	1	0	-1	-1	0	3	6854	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6855	2	-1	0	-1	0	1	0	-1	-1	0	3	6855	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6856	2	-1	0	-1	0	1	0	-1	-1	0	3	6856	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6857	2	-1	0	-1	0	1	0	-1	-1	0	3	6857	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6858	2	-1	0	-1	0	1	0	-1	-1	0	3	6858	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6859	2	-1	0	-1	0	1	0	-1	-1	0	3	6859	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6860	2	-1	0	-1	0	1	0	-1	-1	0	3	6860	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6861	2	-1	0	-1	0	1	0	-1	-1	0	3	6861	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6862	2	-1	0	-1	0	1	0	-1	-1	0	3	6862	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6863	2	-1	0	-1	0	1	0	-1	-1	0	3	6863	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6864	2	-1	0	-1	0	1	0	-1	-1	0	3	6864	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6865	2	-1	0	-1	0	1	0	-1	-1	0	3	6865	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6866	2	-1	0	-1	0	1	0	-1	-1	0	3	6866	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6867	2	-1	0	-1	0	1	0	-1	-1	0	3	6867	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6868	2	-1	0	-1	0	1	0	-1	-1	0	3	6868	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6869	2	-1	0	-1	0	1	0	-1	-1	0	3	6869	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6870	2	-1	0	-1	0	1	0	-1	-1	0	3	6870	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6871	2	-1	0	-1	0	1	0	-1	-1	0	3	6871	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6872	2	-1	0	-1	0	1	0	-1	-1	0	3	6872	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6873	2	-1	0	-1	0	1	0	-1	-1	0	3	6873	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6874	2	-1	0	-1	0	1	0	-1	-1	0	3	6874	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6875	2	-1	0	-1	0	1	0	-1	-1	0	3	6875	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6876	2	-1	0	-1	0	1	0	-1	-1	0	3	6876	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6877	2	-1	0	-1	0	1	0	-1	-1	0	3	6877	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6878	2	-1	0	-1	0	1	0	-1	-1	0	3	6878	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6879	2	-1	0	-1	0	1	0	-1	-1	0	3	6879	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6880	2	-1	0	-1	0	1	0	-1	-1	0	3	6880	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6881	2	-1	0	-1	0	1	0	-1	-1	0	3	6881	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6882	2	-1	0	-1	0	1	0	-1	-1	0	3	6882	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6883	2	-1	0	-1	0	1	0	-1	-1	0	3	6883	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6884	2	-1	0	-1	0	1	0	-1	-1	0	3	6884	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6885	2	-1	0	-1	0	1	0	-1	-1	0	3	6885	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6886	2	-1	0	-1	0	1	0	-1	-1	0	3	6886	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6887	2	-1	0	-1	0	1	0	-1	-1	0	3	6887	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6888	2	-1	0	-1	0	1	0	-1	-1	0	3	6888	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6889	2	-1	0	-1	0	1	0	-1	-1	0	3	6889	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6890	2	-1	0	-1	0	1	0	-1	-1	0	3	6890	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6891	2	-1	0	-1	0	1	0	-1	-1	0	3	6891	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6892	2	-1	0	-1	0	1	0	-1	-1	0	3	6892	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6893	2	-1	0	-1	0	1	0	-1	-1	0	3	6893	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6894	2	-1	0	-1	0	1	0	-1	-1	0	3	6894	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6895	2	-1	0	-1	0	1	0	-1	-1	0	3	6895	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6896	2	-1	0	-1	0	1	0	-1	-1	0	3	6896	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6897	2	-1	0	-1	0	1	0	-1	-1	0	3	6897	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6898	2	-1	0	-1	0	1	0	-1	-1	0	3	6898	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6899	2	-1	0	-1	0	1	0	-1	-1	0	3	6899	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6900	2	-1	0	-1	0	1	0	-1	-1	0	3	6900	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6901	2	-1	0	-1	0	1	0	-1	-1	0	3	6901	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6902	2	-1	0	-1	0	1	0	-1	-1	0	3	6902	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6903	2	-1	0	-1	0	1	0	-1	-1	0	3	6903	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6904	2	-1	0	-1	0	1	0	-1	-1	0	3	6904	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6905	2	-1	0	-1	0	1	0	-1	-1	0	3	6905	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6906	2	-1	0	-1	0	1	0	-1	-1	0	3	6906	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6907	2	-1	0	-1	0	1	0	-1	-1	0	3	6907	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6908	2	-1	0	-1	0	1	0	-1	-1	0	3	6908	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6909	2	-1	0	-1	0	1	0	-1	-1	0	3	6909	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6910	2	-1	0	-1	0	1	0	-1	-1	0	3	6910	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6911	2	-1	0	-1	0	1	0	-1	-1	0	3	6911	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6912	2	-1	0	-1	0	1	0	-1	-1	0	3	6912	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6913	2	-1	0	-1	0	1	0	-1	-1	0	3	6913	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6914	2	-1	0	-1	0	1	0	-1	-1	0	3	6914	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6915	2	-1	0	-1	0	1	0	-1	-1	0	3	6915	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6916	2	-1	0	-1	0	1	0	-1	-1	0	3	6916	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6917	2	-1	0	-1	0	1	0	-1	-1	0	3	6917	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6918	2	-1	0	-1	0	1	0	-1	-1	0	3	6918	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6919	2	-1	0	-1	0	1	0	-1	-1	0	3	6919	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6920	2	-1	0	-1	0	1	0	-1	-1	0	3	6920	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6921	2	-1	0	-1	0	1	0	-1	-1	0	3	6921	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6922	2	-1	0	-1	0	1	0	-1	-1	0	3	6922	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6923	2	-1	0	-1	0	1	0	-1	-1	0	3	6923	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6924	2	-1	0	-1	0	1	0	-1	-1	0	3	6924	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6925	2	-1	0	-1	0	1	0	-1	-1	0	3	6925	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6926	2	-1	0	-1	0	1	0	-1	-1	0	3	6926	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6927	2	-1	0	-1	0	1	0	-1	-1	0	3	6927	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6928	2	-1	0	-1	0	1	0	-1	-1	0	3	6928	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6929	2	-1	0	-1	0	1	0	-1	-1	0	3	6929	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6930	2	-1	0	-1	0	1	0	-1	-1	0	3	6930	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6931	2	-1	0	-1	0	1	0	-1	-1	0	3	6931	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6932	2	-1	0	-1	0	1	0	-1	-1	0	3	6932	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6933	2	-1	0	-1	0	1	0	-1	-1	0	3	6933	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6934	2	-1	0	-1	0	1	0	-1	-1	0	3	6934	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6935	2	-1	0	-1	0	1	0	-1	-1	0	3	6935	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6936	2	-1	0	-1	0	1	0	-1	-1	0	3	6936	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6937	2	-1	0	-1	0	1	0	-1	-1	0	3	6937	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6938	2	-1	0	-1	0	1	0	-1	-1	0	3	6938	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6939	2	-1	0	-1	0	1	0	-1	-1	0	3	6939	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6940	2	-1	0	-1	0	1	0	-1	-1	0	3	6940	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6941	2	-1	0	-1	0	1	0	-1	-1	0	3	6941	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6942	2	-1	0	-1	0	1	0	-1	-1	0	3	6942	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6943	2	-1	0	-1	0	1	0	-1	-1	0	3	6943	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
6944	2	-1	0	-1	0	1	0	-1	-1	0	3	6944	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
7000	2	-1	0	-1	0	1	0	-1	-1	0	3	7000	-1	-1	-1	16	-1	-1	0	-1	-1	-1	-1	-1	-1	2	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	-1	-1	-1	1	1	15
