INT	INT	STRING	INT	INT	INT	INT	INT
112830	0	545|660|749|848|954|1171|1297|1527|1655|1790|1932|2083|2241|2404|2573|2749|2934|3113|3271|3433|3599|3769|3943|4122|4304|4490|4709|4934|5165|5404|5649|5902|6162|6428|6703|6985|7274|7571|7877|8190|8512|8841|9179|9527|9882|10246|10617|10989|11370|11760	-1	-1	-1	-1	-1
112831	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112832	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112833	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112834	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112835	0	17206|19425|21727|24111|26577|29126|31758|34471|37268|40145|43106|46150|49275|52483|55774|59146|62601|66139|69759|73461|77245|81112|85061|89093|93207|97404|101683|106044|110487|115014|119622|124312|129086|133941|138879|143899|149002|154187|159454|164803|170236|175751|181347|187027|192788|198632|204559|210567|216659|222833	-1	-1	-1	-1	-1
112836	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112837	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112838	0	606|734|832|941|1060|1301|1442|1697|1839|1990|2148|2314|2489|2671|2858|3055|3260|3459|3635|3815|3999|4188|4381|4579|4782|4990|5232|5482|5740|6004|6277|6558|6845|7142|7447|7761|8082|8412|8752|9100|9458|9823|10199|10584|10980|11385|11797|12211|12633|13066	-1	-1	-1	-1	-1
112839	0	779|942|1071|1211|1363|1673|1854|2181|2364|2557|2761|2976|3201|3434|3675|3927|4191|4447|4673|4904|5141|5384|5633|5888|6148|6415|6727|7049|7379|7719|8070|8431|8802|9183|9575|9978|10391|10816|11253|11700|12160|12630|13113|13610|14117|14637|15168|15699|16243|16799	-1	-1	-1	-1	-1
112840	0	382|462|524|593|668|820|908|1069|1159|1254|1353|1458|1568|1682|1801|1925|2054|2179|2290|2403|2519|2638|2760|2885|3013|3143|3296|3453|3616|3783|3954|4131|4313|4499|4692|4890|5092|5300|5514|5733|5958|6189|6425|6668|6917|7172|7432|7693|7959|8232	-1	-1	-1	-1	-1
112841	0	490|594|674|763|859|1054|1168|1374|1489|1611|1739|1875|2017|2163|2315|2474|2641|2802|2944|3090|3239|3392|3549|3709|3873|4041|4238|4441|4649|4863|5084|5312|5545|5785|6032|6286|6546|6814|7089|7371|7661|7957|8261|8574|8894|9222|9556|9890|10233|10584	-1	-1	-1	-1	-1
112842	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112843	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112844	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112845	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112846	0	18544|20936|23417|25986|28645|31392|34228|37152|40166|43268|46459|49740|53108|56565|60112|63746|67470|71283|75185|79175|83253|87421|91677|96023|100457|104979|109592|114292|119081|123959|128926|133981|139126|144359|149681|155091|160591|166179|171856|177622|183477|189420|195452|201573|207783|214081|220469|226945|233510|240164	-1	-1	-1	-1	-1
112847	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112848	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112849	0	424|513|583|659|742|911|1009|1188|1287|1393|1503|1620|1743|1869|2001|2138|2282|2421|2544|2670|2799|2932|3067|3205|3347|3493|3663|3837|4018|4203|4394|4590|4792|4999|5213|5433|5657|5889|6126|6370|6620|6876|7139|7409|7686|7969|8258|8547|8843|9146	-1	-1	-1	-1	-1
112850	0	545|660|749|848|954|1171|1297|1527|1655|1790|1932|2083|2241|2404|2573|2749|2934|3113|3271|3433|3599|3769|3943|4122|4304|4490|4709|4934|5165|5404|5649|5902|6162|6428|6703|6985|7274|7571|7877|8190|8512|8841|9179|9527|9882|10246|10617|10989|11370|11760	-1	-1	-1	-1	-1
112851	0	606|734|832|941|1060|1301|1442|1697|1839|1990|2148|2314|2489|2671|2858|3055|3260|3459|3635|3815|3999|4188|4381|4579|4782|4990|5232|5482|5740|6004|6277|6558|6845|7142|7447|7761|8082|8412|8752|9100|9458|9823|10199|10584|10980|11385|11797|12211|12633|13066	-1	-1	-1	-1	-1
112852	0	779|942|1071|1211|1363|1673|1854|2181|2364|2557|2761|2976|3201|3434|3675|3927|4191|4447|4673|4904|5141|5384|5633|5888|6148|6415|6727|7049|7379|7719|8070|8431|8802|9183|9575|9978|10391|10816|11253|11700|12160|12630|13113|13610|14117|14637|15168|15699|16243|16799	-1	-1	-1	-1	-1
112853	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112854	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112855	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112856	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112857	0	14338|16188|18106|20092|22148|24272|26465|28726|31056|33455|35922|38458|41063|43736|46478|49288|52167|55116|58132|61217|64371|67593|70884|74244|77673|81170|84736|88370|92073|95845|99685|103593|107571|111617|115733|119916|124168|128489|132878|137336|141863|146459|151123|155856|160657|165527|170465|175473|180549|185694	-1	-1	-1	-1	-1
112858	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112859	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112860	0	546|660|749|847|954|1171|1298|1527|1655|1791|1933|2082|2240|2403|2572|2749|2934|3113|3271|3433|3599|3769|3943|4121|4304|4491|4709|4933|5166|5404|5649|5902|6161|6428|6702|6985|7274|7571|7876|8190|8512|8841|9179|9526|9882|10246|10617|10990|11370|11759	-1	-1	-1	-1	-1
112861	0	701|848|964|1090|1226|1506|1668|1963|2128|2302|2485|2678|2881|3090|3308|3534|3772|4002|4206|4414|4627|4845|5070|5299|5533|5773|6054|6344|6641|6948|7263|7588|7922|8265|8618|8980|9352|9734|10128|10530|10944|11367|11802|12249|12705|13174|13651|14129|14618|15120	-1	-1	-1	-1	-1
112862	0	515|623|707|800|901|1106|1226|1442|1563|1691|1826|1967|2116|2270|2430|2597|2771|2940|3089|3243|3399|3560|3724|3892|4065|4241|4447|4659|4879|5104|5335|5574|5819|6071|6330|6597|6870|7150|7439|7735|8039|8350|8669|8997|9333|9677|10027|10379|10738|11106	-1	-1	-1	-1	-1
112863	0	662|801|910|1030|1158|1422|1576|1854|2010|2174|2346|2529|2721|2919|3124|3338|3563|3780|3972|4168|4370|4576|4788|5005|5226|5453|5718|5991|6272|6562|6859|7166|7482|7806|8139|8481|8832|9194|9565|9945|10336|10736|11146|11568|11999|12442|12893|13344|13806|14280	-1	-1	-1	-1	-1
112864	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112865	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112866	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112867	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112868	0	16250|18346|20520|22771|25101|27508|29994|32556|35197|37915|40711|43586|46538|49567|52675|55860|59123|62464|65883|69380|72954|76606|80336|84144|88029|91992|96034|100153|104349|108624|112976|117406|121914|126500|131164|135904|140724|145621|150595|155648|160778|165987|171272|176636|182078|187597|193194|198869|204622|210453	-1	-1	-1	-1	-1
112869	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112870	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112871	0	485|587|666|753|848|1041|1153|1357|1471|1592|1718|1851|1991|2136|2287|2444|2608|2767|2908|3052|3199|3350|3505|3663|3826|3992|4186|4385|4592|4803|5021|5246|5476|5714|5958|6209|6465|6730|7001|7280|7566|7859|8159|8467|8784|9108|9437|9768|10107|10453	-1	-1	-1	-1	-1
112872	0	623|754|856|969|1090|1339|1483|1745|1891|2046|2208|2381|2561|2747|2940|3141|3353|3558|3739|3923|4113|4307|4506|4710|4918|5132|5381|5639|5903|6176|6456|6745|7042|7347|7660|7983|8313|8653|9002|9360|9728|10104|10491|10888|11293|11710|12134|12559|12994|13440	-1	-1	-1	-1	-1
112873	0	442|535|608|687|774|950|1052|1238|1343|1452|1568|1689|1817|1949|2087|2230|2380|2525|2653|2785|2919|3057|3198|3343|3491|3642|3820|4002|4190|4383|4582|4787|4997|5214|5436|5666|5900|6141|6389|6643|6904|7171|7445|7727|8015|8311|8612|8914|9222|9538	-1	-1	-1	-1	-1
112874	0	568|688|782|884|995|1222|1353|1592|1726|1867|2015|2172|2337|2507|2683|2867|3060|3246|3412|3580|3753|3930|4112|4298|4488|4683|4911|5145|5387|5635|5891|6155|6426|6704|6990|7284|7585|7896|8215|8541|8877|9220|9573|9935|10305|10685|11072|11460|11857|12264	-1	-1	-1	-1	-1
112875	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112876	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112877	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112878	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112879	0	15294|17267|19313|21432|23624|25890|28229|30641|33127|35685|38317|41022|43800|46651|49577|52574|55645|58790|62008|65299|68662|72100|75610|79194|82851|86581|90385|94261|98211|102234|106331|110500|114743|119059|123448|127910|132446|137055|141737|146492|151321|156223|161197|166246|171367|176562|181830|187171|192586|198073	-1	-1	-1	-1	-1
112880	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112881	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112882	0	509|616|699|790|890|1093|1211|1425|1545|1671|1804|1943|2091|2243|2401|2566|2739|2906|3053|3204|3359|3518|3680|3846|4017|4191|4395|4605|4821|5044|5272|5508|5750|5999|6256|6519|6789|7066|7351|7644|7944|8252|8567|8891|9223|9563|9909|10257|10612|10975	-1	-1	-1	-1	-1
112883	0	654|791|899|1017|1145|1406|1557|1832|1986|2148|2319|2500|2689|2884|3087|3298|3521|3736|3926|4119|4319|4522|4732|4946|5164|5389|5651|5921|6198|6484|6779|7082|7394|7714|8043|8382|8729|9085|9453|9828|10214|10609|11015|11432|11858|12295|12741|13187|13644|14112	-1	-1	-1	-1	-1
112884	0	424|513|583|659|742|911|1009|1188|1287|1393|1503|1620|1743|1869|2001|2138|2282|2421|2544|2670|2799|2932|3067|3205|3347|3493|3663|3837|4018|4203|4394|4590|4792|4999|5213|5433|5657|5889|6126|6370|6620|6876|7139|7409|7686|7969|8258|8547|8843|9146	-1	-1	-1	-1	-1
112885	0	545|660|749|848|954|1171|1297|1527|1655|1790|1932|2083|2241|2404|2573|2749|2934|3113|3271|3433|3599|3769|3943|4122|4304|4490|4709|4934|5165|5404|5649|5902|6162|6428|6703|6985|7274|7571|7877|8190|8512|8841|9179|9527|9882|10246|10617|10989|11370|11760	-1	-1	-1	-1	-1
112886	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112887	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112888	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112889	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112890	0	15676|17699|19796|21968|24215|26537|28935|31407|33955|36577|39275|42048|44895|47818|50816|53888|57036|60260|63558|66931|70379|73902|77500|81174|84922|88746|92644|96618|100666|104790|108989|113262|117611|122035|126534|131108|135757|140481|145280|150154|155104|160128|165227|170402|175652|180976|186376|191850|197400|203025	-1	-1	-1	-1	-1
112891	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112892	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112893	0	521|631|716|809|911|1119|1240|1459|1582|1711|1847|1990|2141|2297|2458|2627|2804|2975|3126|3281|3439|3602|3768|3938|4113|4291|4500|4714|4936|5164|5398|5640|5887|6142|6405|6675|6950|7235|7526|7826|8134|8448|8771|9103|9443|9791|10145|10501|10865|11237	-1	-1	-1	-1	-1
112894	0	670|810|921|1042|1172|1439|1594|1875|2033|2199|2374|2559|2753|2953|3161|3377|3605|3825|4019|4217|4421|4630|4844|5064|5287|5517|5785|6062|6346|6639|6940|7251|7570|7898|8235|8581|8936|9302|9678|10062|10458|10862|11277|11704|12140|12588|13044|13501|13969|14448	-1	-1	-1	-1	-1
112895	0	515|623|707|800|901|1106|1226|1442|1563|1691|1826|1967|2116|2270|2430|2597|2771|2940|3089|3243|3399|3560|3724|3892|4065|4241|4447|4659|4879|5104|5335|5574|5819|6071|6330|6597|6870|7150|7439|7735|8039|8350|8669|8997|9333|9677|10027|10379|10738|11106	-1	-1	-1	-1	-1
112896	0	662|801|910|1030|1158|1422|1576|1854|2010|2174|2346|2529|2721|2919|3124|3338|3563|3780|3972|4168|4370|4576|4788|5005|5226|5453|5718|5991|6272|6562|6859|7166|7482|7806|8139|8481|8832|9194|9565|9945|10336|10736|11146|11568|11999|12442|12893|13344|13806|14280	-1	-1	-1	-1	-1
112897	0	1050|1540|1920|2373|2905|3975|4760|5525|6300|7220|8150|9240|10395|11615|12960|14438|15990|17550|19110|20808|22500|24335|26240|28298|30430|32638|35100|37833|40565|43583|46700|49918|53340|56868|60610|64463|68540|72850|77280|81953|86750|91800|96980|102423|108135|113988|120120|126398|132965|139830	-1	-1	-1	-1	-1
112898	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112899	0	771|860|940|1025|1115|1303|1402|1633|1733|1835|1942|2053|2164|2275|2393|2504|2620|2724|2807|2887|2967|3045|3120|3193|3265|3333|3419|3503|3584|3664|3740|3814|3885|3953|4017|4076|4131|4181|4229|4269|4300|4413|4528|4643|4757|4872|4987|5102|5217|5332	-1	-1	-1	-1	-1
112900	0	32|48|61|77|96|131|158|186|208|229|254|279|307|337|368|397|427|457|484|513|542|571|602|634|667|702|742|785|829|875|922|972|1024|1077|1132|1190|1248|1309|1372|1439|1506|1575|1648|1723|1800|1879|1960|2045|2132|2221	-1	-1	-1	-1	-1
112901	0	16250|18346|20520|22771|25101|27508|29994|32556|35197|37915|40711|43586|46538|49567|52675|55860|59123|62464|65883|69380|72954|76606|80336|84144|88029|91992|96034|100153|104349|108624|112976|117406|121914|126500|131164|135904|140724|145621|150595|155648|160778|165987|171272|176636|182078|187597|193194|198869|204622|210453	-1	-1	-1	-1	-1
112902	0	561|708|791|879|972|1070|1158|1234|1313|1394|1476|1561|1646|1734|1823|1913|2006|2099|2192|2286|2382|2478|2576|2675|2776|2877|2983|3091|3200|3310|3422|3535|3650|3767|3885|4004|4125|4247|4371|4496|4623|4751|4881|5012|5161|5320|5482|5646|5813|5983	-1	-1	-1	-1	-1
112903	0	702|839|931|1028|1131|1241|1346|1579|1690|1807|1928|2054|2185|2321|2460|2586|2715|2841|2959|3078|3198|3320|3443|3568|3694|3822|3973|4127|4284|4444|4607|4773|4942|5114|5290|5468|5650|5835|6023|6215|6410|6608|6809|7014|7250|7505|7765|8031|8302|8580	-1	-1	-1	-1	-1
112904	0	539|653|741|838|943|1158|1283|1510|1637|1771|1912|2059|2216|2377|2544|2719|2902|3078|3235|3395|3559|3727|3899|4075|4256|4441|4657|4879|5108|5344|5586|5836|6092|6356|6628|6907|7193|7487|7789|8099|8417|8743|9077|9420|9772|10133|10499|10867|11244|11629	-1	-1	-1	-1	-1
112905	0	693|839|953|1078|1213|1489|1650|1941|2104|2276|2457|2648|2849|3056|3271|3495|3730|3958|4159|4365|4576|4792|5013|5240|5472|5709|5987|6273|6567|6870|7182|7504|7834|8173|8522|8881|9248|9626|10015|10413|10822|11241|11671|12112|12564|13027|13499|13972|14456|14952	-1	-1	-1	-1	-1
