INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
9221	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9220	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9222	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009220	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9223	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	300	0	9224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92231|92232|92233|92234|92235|92236|92237|92238	1	19223	-1
9224	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9223	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9225	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009221	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9226	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	400	0	9227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92261|92262|92263|92264|92265|92266|92267|92268	1	19226	-1
9227	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9226	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9228	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9230	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	300	0	9231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92301|92302|92303|92304|92305|92306|92307|92308	2	19230	-1
9231	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9230	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9232	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9233	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	400	0	9234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92331|92332|92333|92334|92335|92336|92337|92338	2	19233	-1
9234	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9233	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9235	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9236	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	500	0	9237	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92361|92362|92363|92364|92365|92366|92367|92368	2	19236	-1
9237	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9236	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9238	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009232	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9240	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92401|92402|92403|92404|92405|92406|92407|92408	2	19240	-1
9241	1	710	-1	18000	0	0	1	0	0	0	-1	-1	-1	-1	1	1	4096	-1	1	0	13	10009240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9242	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	300	0	9247	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92421|92422|92423|92424|92425|92426|92427|92428	2	19242	-1
9243	1	710	-1	18000	0	0	1	0	0	0	-1	-1	-1	-1	1	1	4096	-1	1	0	13	10009241	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9244	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	400	0	9248	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92441|92442|92443|92444|92445|92446|92447|92448	2	19244	-1
9245	1	710	-1	18000	0	0	1	0	0	0	-1	-1	-1	-1	1	1	4096	-1	1	0	13	10009242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9246	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9247	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9248	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9244	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9250	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	200	0	9251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92501|92502|92503|92504|92505|92506|92507|92508	1	19250	-1
9251	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9250	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9252	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9253	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	300	0	9254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92531|92532|92533|92534|92535|92536|92537|92538	1	19253	-1
9254	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9253	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9255	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9256	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	4	256	-1	400	0	9257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92561|92562|92563|92564|92565|92566|92567|92568	1	19256	-1
9257	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	27	1	-1	9256	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9258	0	-1	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	1	0	1	-1	1	0	105	10009252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9259	0	502	-1	2000	0	7	1	0	1	1	-1	-1	-1	-1	1	9	3	-1	3	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9260	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92601|92602|92603|92604|92605|92606|92607|92608	0	19260	-1
9261	1	707	-1	10000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	24	24	-1	10009260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9262	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92621|92622|92623|92624|92625|92626|92627|92628	0	19262	-1
9263	1	707	-1	15000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	24	24	-1	10009261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9264	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	1	27	128	-1	9264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92641|92642|92643|92644|92645|92646|92647|92648	0	19264	-1
9265	1	707	-1	20000	0	0	1	0	0	0	-1	-1	-1	-1	1	2	3	-1	24	24	-1	10009262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1
9999	0	-1	-1	0	0	0	1	0	1	1	-1	-1	-1	-1	1	-1	1	-1	1	0	6	5000	500	1250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10000	0	-1	-1	-1	0	3	1	0	0	0	-1	10000	1	-1	1	14	3	-1	4	19	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10001	0	-1	-1	-1	0	3	1	0	0	0	-1	10000	2	-1	1	14	3	-1	4	19	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10002	0	-1	-1	-1	0	3	1	0	0	0	-1	10000	3	-1	1	14	3	-1	4	19	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10003	0	-1	-1	-1	0	3	1	0	0	0	-1	10003	1	-1	1	15	3	-1	4	8	1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10004	0	-1	-1	-1	0	3	1	0	0	0	-1	10003	2	-1	1	15	3	-1	4	8	1	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10005	0	-1	-1	-1	0	3	1	0	0	0	-1	10003	3	-1	1	15	3	-1	4	8	1	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10006	0	-1	-1	-1	0	3	1	0	0	0	-1	10006	1	-1	1	14	3	-1	4	15	0	10009	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10007	0	-1	-1	-1	0	3	1	0	0	0	-1	10006	2	-1	1	14	3	-1	4	15	0	10010	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10008	0	-1	-1	-1	0	3	1	0	0	0	-1	10006	3	-1	1	14	3	-1	4	15	0	10011	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10009	1	500	-1	1500	0	7	1	1	0	0	-1	-1	-1	-1	1	9	3	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10010	1	500	-1	3000	0	7	1	1	0	0	-1	-1	-1	-1	1	9	3	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10011	0	-1	-1	-1	0	0	1	1	0	0	-1	-1	-1	-1	1	3	1	-1	0	0	4	15	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10012	0	-1	-1	-1	0	3	1	0	0	0	-1	-1	-1	-1	1	15	3	-1	4	5	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10013	0	-1	-1	-1	0	3	1	0	0	0	-1	10013	1	-1	1	14	3	-1	5	15	0	10016	-1	-1	14	3	-1	5	17	0	10016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10014	0	-1	-1	-1	0	3	1	0	0	0	-1	10013	2	-1	1	14	3	-1	5	15	0	10017	-1	-1	14	3	-1	5	17	0	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10015	0	-1	-1	-1	0	3	1	0	0	0	-1	10013	3	-1	1	14	3	-1	5	15	0	10018	-1	-1	14	3	-1	5	17	0	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10016	1	0	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	5	5	-1500	0	-1	-1	2	3	-1	6	6	-1500	0	-1	-1	2	3	-1	7	7	-1500	0	-1	-1	2	3	-1	8	8	-1500	0	-1	-1		0	-1	-1
10017	1	0	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	5	5	-3000	0	-1	-1	2	3	-1	6	6	-3000	0	-1	-1	2	3	-1	7	7	-3000	0	-1	-1	2	3	-1	8	8	-3000	0	-1	-1		0	-1	-1
10018	1	0	-1	4000	0	1	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	5	5	-4500	0	-1	-1	2	3	-1	6	6	-4500	0	-1	-1	2	3	-1	7	7	-4500	0	-1	-1	2	3	-1	8	8	-4500	0	-1	-1		0	-1	-1
10019	0	-1	-1	-1	0	3	1	0	0	0	-1	10019	1	-1	1	14	3	-1	5	20	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10020	0	-1	-1	-1	0	3	1	0	0	0	-1	10019	2	-1	1	14	3	-1	5	20	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10021	0	-1	-1	-1	0	3	1	0	0	0	-1	10019	3	-1	1	14	3	-1	5	20	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10022	0	-1	-1	-1	0	3	1	0	0	0	-1	10022	1	-1	1	15	3	-1	5	11	0	0	-1	-1	15	3	-1	5	16	0	500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10023	0	-1	-1	-1	0	3	1	0	0	0	-1	10022	2	-1	1	15	3	-1	5	11	0	0	-1	-1	15	3	-1	5	16	0	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10024	0	-1	-1	-1	0	3	1	0	0	0	-1	10022	3	-1	1	15	3	-1	5	11	0	0	-1	-1	15	3	-1	5	16	0	1500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10025	0	-1	-1	-1	0	3	1	0	0	0	-1	10022	4	-1	1	15	3	-1	5	11	0	19	-1	-1	15	3	-1	5	16	0	2500	-1	-1	15	3	-1	5	0	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10026	0	-1	-1	-1	0	3	1	0	0	0	-1	10026	1	-1	1	14	3	-1	5	10	0	10055	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10027	0	-1	-1	-1	0	3	1	0	0	0	-1	10026	2	-1	1	14	3	-1	5	10	0	10056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10028	0	-1	-1	-1	0	3	1	0	0	0	-1	10026	3	-1	1	14	3	-1	5	10	0	10057	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10029	0	-1	-1	-1	0	3	1	0	0	0	-1	10026	4	-1	1	15	3	-1	5	19	0	18	-1	-1	15	3	-1	5	23	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10030	0	-1	-1	-1	0	3	1	0	0	0	-1	10030	1	-1	1	14	3	-1	6	10	0	10034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10031	0	-1	-1	-1	0	3	1	0	0	0	-1	10030	2	-1	1	14	3	-1	6	10	0	10035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10032	0	-1	-1	-1	0	3	1	0	0	0	-1	10030	3	-1	1	14	3	-1	6	10	0	10036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10033	0	-1	-1	-1	0	3	1	0	0	0	-1	10030	4	-1	1	14	3	-1	6	10	0	10037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10034	1	0	-1	4000	0	2	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	20	20	1000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10035	1	0	-1	4000	0	2	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	20	20	2000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10036	1	0	-1	4000	0	2	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	20	20	3000	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10037	0	-1	-1	3000	0	2	1	0	1	1	-1	-1	-1	-1	1	2	3	-1	20	20	2	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10038	0	-1	-1	-1	0	3	1	0	0	0	-1	10038	1	-1	1	14	3	-1	6	19	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10039	0	-1	-1	-1	0	3	1	0	0	0	-1	10038	2	-1	1	14	3	-1	6	19	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10040	0	-1	-1	-1	0	3	1	0	0	0	-1	10038	3	-1	1	14	3	-1	6	19	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10041	0	-1	-1	-1	0	3	1	0	0	0	-1	-1	-1	-1	1	14	3	-1	6	6	0	2	-1	-1	14	3	-1	6	5	2	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10042	0	-1	-1	-1	0	3	1	0	0	0	-1	10042	1	-1	1	15	3	-1	6	8	1	1000	-1	-1	15	3	-1	6	9	1	1000	-1	-1	15	3	-1	6	10	1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10043	0	-1	-1	-1	0	3	1	0	0	0	-1	10042	2	-1	1	15	3	-1	6	8	1	2000	-1	-1	15	3	-1	6	9	1	2000	-1	-1	15	3	-1	6	10	1	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10044	0	-1	-1	-1	0	3	1	0	0	0	-1	10042	3	-1	1	15	3	-1	6	8	1	3000	-1	-1	15	3	-1	6	9	1	3000	-1	-1	15	3	-1	6	10	1	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
10045	0	-1	-1	-1	0	3	1	0	0	0	-1	-1	-1	-1	1	10	1	-1	7384	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	-1	-1
