INT	STRING	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT
41401	日常:收拾货物	6	-1	0	-1	-1	-1	-1	-1	0	3	11	77	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26100	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41402	日常:收拾货物	6	-1	0	-1	-1	-1	-1	-1	0	3	10	110	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27450	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41403	日常:清理河道	6	-1	0	-1	-1	-1	-1	-1	0	3	111	34	-1	3	1500	10019	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25275	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41404	日常:地宫入口观察	6	-1	0	-1	-1	-1	-1	-1	0	2	95	108	-1	3	1500	10043	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26475	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41405	日常:查看魔狼	6	-1	0	-1	-1	-1	-1	-1	0	3	56	168	-1	3	1500	10044	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	23075	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41406	日常:祭奠墓碑	6	-1	0	-1	-1	-1	-1	-1	0	3	93	16	-1	3	1500	10020	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27450	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41407	日常:检测喷泉	6	-1	0	-1	-1	-1	-1	-1	0	3	38	98	-1	3	1500	10021	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25275	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41408	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26850	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41409	日常:修复防御设施	6	-1	0	-1	-1	-1	-1	-1	0	3	89	118	-1	3	1500	10045	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22025	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41410	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26350	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41411	日常:擦拭路标	6	-1	0	-1	-1	-1	-1	-1	0	1	105	37	-1	3	1500	10027	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	46425	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41412	日常:擦拭路标	6	-1	0	-1	-1	-1	-1	-1	0	1	97	114	-1	3	1500	10027	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	52850	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41413	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	83	100	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	48725	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41414	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	73	41	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	51575	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41415	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	57	70	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	46200	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41416	日常:给路灯添油	6	-1	0	-1	-1	-1	-1	-1	0	1	90	28	-1	3	1500	10018	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	44500	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41417	日常:给火炉加炭	6	-1	0	-1	-1	-1	-1	-1	0	1	109	53	-1	3	1500	10029	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	51850	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41418	日常:给火炉加炭	6	-1	0	-1	-1	-1	-1	-1	0	1	140	67	-1	3	1500	10029	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	49850	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41419	日常:清扫门前雪	6	-1	0	-1	-1	-1	-1	-1	0	1	150	47	-1	3	1500	10030	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	53450	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41420	日常:清理门前雪	6	-1	0	-1	-1	-1	-1	-1	0	1	132	53	-1	3	1500	10030	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	51725	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41421	日常:观察熔岩	6	-1	0	-1	-1	-1	-1	-1	0	4	21	72	-1	3	1500	10033	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	100575	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41422	日常:观察熔岩	6	-1	0	-1	-1	-1	-1	-1	0	4	21	72	-1	3	1500	10033	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	92250	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41423	日常:祭祀塔查看石柱	6	-1	0	-1	-1	-1	-1	-1	0	4	41	38	-1	3	1500	10034	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	93425	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41424	日常:祭祀塔查看石柱	6	-1	0	-1	-1	-1	-1	-1	0	4	51	84	-1	3	1500	10034	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	114975	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41425	日常:祭祀塔查看石柱	6	-1	0	-1	-1	-1	-1	-1	0	4	51	101	-1	3	1500	10034	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	106350	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2326450	-1	101	-1	-1
41501	日常:收拾货物	6	-1	0	-1	-1	-1	-1	-1	0	3	11	77	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25150	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41502	日常:收拾货物	6	-1	0	-1	-1	-1	-1	-1	0	3	10	110	-1	3	1500	10017	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24600	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41503	日常:清理河道	6	-1	0	-1	-1	-1	-1	-1	0	3	111	34	-1	3	1500	10019	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22825	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41504	日常:地宫入口观察	6	-1	0	-1	-1	-1	-1	-1	0	2	95	108	-1	3	1500	10043	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	22875	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41505	日常:到大陆查看魔狼	6	-1	0	-1	-1	-1	-1	-1	0	3	56	168	-1	3	1500	10044	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	23975	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41506	日常:祭奠墓碑	6	-1	0	-1	-1	-1	-1	-1	0	3	93	16	-1	3	1500	10020	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24375	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41507	日常:检测喷泉	6	-1	0	-1	-1	-1	-1	-1	0	3	38	98	-1	3	1500	10021	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24700	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41508	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27000	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41509	日常:修复防御设施	6	-1	0	-1	-1	-1	-1	-1	0	3	89	118	-1	3	1500	10045	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26275	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41510	日常:给树木浇水	6	-1	0	-1	-1	-1	-1	-1	0	3	110	107	-1	3	1500	10022	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	26725	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41511	日常:给鲜花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	43	32	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25175	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41512	日常:给鲜花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	120	18	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25400	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41513	日常:给花浇水	6	-1	0	-1	-1	-1	-1	-1	0	5	137	40	-1	3	1500	10023	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27300	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41514	日常:丛林松松土	6	-1	0	-1	-1	-1	-1	-1	0	5	29	62	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24450	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41515	日常:丛林松土	6	-1	0	-1	-1	-1	-1	-1	0	5	26	106	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	21625	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41516	日常:丛林松土	6	-1	0	-1	-1	-1	-1	-1	0	5	96	114	-1	3	1500	10024	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	23900	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41517	日常:给风车上油	6	-1	0	-1	-1	-1	-1	-1	0	5	120	68	-1	3	1500	10025	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	23225	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41518	日常:清理溪水	6	-1	0	-1	-1	-1	-1	-1	0	5	58	68	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	24375	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41519	日常:清理溪水	6	-1	0	-1	-1	-1	-1	-1	0	5	102	44	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25800	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41520	日常:清理小溪	6	-1	0	-1	-1	-1	-1	-1	0	5	129	32	-1	3	1500	10026	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	27075	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41521	日常:洒清洁剂	6	-1	0	-1	-1	-1	-1	-1	0	6	96	33	-1	3	1500	10035	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	97375	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41522	日常:洒清洁剂	6	-1	0	-1	-1	-1	-1	-1	0	6	72	63	-1	3	1500	10035	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	89775	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41523	日常:洒清洁剂	6	-1	0	-1	-1	-1	-1	-1	0	6	18	78	-1	3	1500	10035	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	111550	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41524	日常:压制珊瑚	6	-1	0	-1	-1	-1	-1	-1	0	6	33	28	-1	3	1500	10036	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	92775	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41525	日常:压制珊瑚	6	-1	0	-1	-1	-1	-1	-1	0	6	12	106	-1	3	1500	10036	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95900	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41526	日常:压制珊瑚	6	-1	0	-1	-1	-1	-1	-1	0	6	83	98	-1	3	1500	10036	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	99950	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41527	日常:查看遗迹	6	-1	0	-1	-1	-1	-1	-1	0	6	74	28	-1	3	1500	10037	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	104550	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41528	日常:查看遗迹	6	-1	0	-1	-1	-1	-1	-1	0	6	98	76	-1	3	1500	10037	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	102925	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41529	日常:查看遗迹	6	-1	0	-1	-1	-1	-1	-1	0	6	89	28	-1	3	2000	10037	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	98525	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41530	日常:查看遗迹	6	-1	0	-1	-1	-1	-1	-1	0	6	15	33	-1	3	2000	10037	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	93025	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3094910	-1	101	-1	-1
41531	日常:修缮桥梁	6	-1	0	-1	-1	-1	-1	-1	0	7	50	52	-1	3	2000	10052	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	116075	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41532	日常:修缮桥梁	6	-1	0	-1	-1	-1	-1	-1	0	7	108	85	-1	3	2000	10052	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	114175	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41533	日常:查看祭坛	6	-1	0	-1	-1	-1	-1	-1	0	7	30	105	-1	3	2000	10053	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	116650	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41534	日常:查看祭坛	6	-1	0	-1	-1	-1	-1	-1	0	7	30	105	-1	3	2000	10053	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	111725	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41535	日常:记录怪物	6	-1	0	-1	-1	-1	-1	-1	0	7	75	31	-1	3	2000	10054	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	129100	20402	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41536	日常:记录怪物活动	6	-1	0	-1	-1	-1	-1	-1	0	7	46	88	-1	3	2000	10054	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41601	日常:涂抹隔离剂	6	-1	0	-1	-1	-1	-1	-1	0	8	33	56	-1	3	2000	10085	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41602	日常:修剪花坛	6	-1	0	-1	-1	-1	-1	-1	0	8	18	45	-1	3	2000	10086	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41603	日常:记录怪物活动	6	-1	0	-1	-1	-1	-1	-1	0	8	28	93	-1	3	2000	10054	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41604	日常:祭拜女战神	6	-1	0	-1	-1	-1	-1	-1	0	8	147	122	-1	3	2000	10087	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
41605	日常:涂抹隔离剂	6	-1	0	-1	-1	-1	-1	-1	0	8	98	107	-1	3	2000	10085	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	128625	20403	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	443	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4557000	-1	101	-1	-1
50001	战盟:100-149母任务-环3	5	51201	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70601	102	-1	-1
50002	战盟:150-199母任务-环3	5	51202	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70602	102	-1	-1
50003	战盟:200-249母任务-环3	5	51203	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70603	102	-1	-1
50004	战盟:250-299母任务-环3	5	51204	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70604	102	-1	-1
50005	战盟:300-349母任务-环3	5	51205	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70605	102	-1	-1
50006	战盟:350-400母任务-环3	5	51206	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	516	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	70606	102	-1	-1
50101	战盟:剿灭雪魔虫	6	-1	0	-1	-1	-1	-1	-1	0	1	127	91	-1	1	1016	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	715	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	450000	-1	102	-1	-1
