INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
230205	-1	-1	-1	-1	-1	-1	10000	100059	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230206	-1	-1	-1	-1	-1	-1	10000	100060	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230207	-1	-1	-1	-1	-1	-1	10000	100061	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230208	-1	-1	-1	-1	-1	-1	10000	100062	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230209	-1	-1	-1	-1	-1	-1	10000	100063	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230210	-1	-1	-1	-1	-1	-1	10000	100064	1	1	0	150	100102	1	1	0	50	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230211	-1	-1	-1	-1	-1	-1	10000	100065	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230212	-1	-1	-1	-1	-1	-1	10000	100066	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230213	-1	-1	-1	-1	-1	-1	10000	100067	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230214	-1	-1	-1	-1	-1	-1	10000	100068	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230215	-1	-1	-1	-1	-1	-1	10000	100069	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230216	-1	-1	-1	-1	-1	-1	10000	100070	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230217	-1	-1	-1	-1	-1	-1	10000	100071	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230218	-1	-1	-1	-1	-1	-1	10000	100072	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230219	-1	-1	-1	-1	-1	-1	10000	100073	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230220	-1	-1	-1	-1	-1	-1	10000	100074	1	1	0	1500	100102	1	1	0	500	100105	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230221	-1	-1	-1	-1	-1	-1	10000	100075	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230222	-1	-1	-1	-1	-1	-1	10000	100076	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230223	-1	-1	-1	-1	-1	-1	10000	100077	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230224	-1	-1	-1	-1	-1	-1	10000	100078	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230225	-1	-1	-1	-1	-1	-1	10000	100079	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230226	-1	-1	-1	-1	-1	-1	10000	100080	1	1	0	5000	100102	1	1	0	5000	100105	1	1	4	5000	5000	1	1	4	4000	5001	1	1	4	1000	5002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
800001	-1	-1	-1	-1	-1	-1	10000	800001	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
800002	-1	-1	-1	-1	-1	-1	10000	800002	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
800003	-1	-1	-1	-1	-1	-1	10000	800003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000001	-1	-1	-1	-1	-1	-1	10000	41924	1	1	-1	10000	41925	1	1	-1	5000	41926	1	1	-1	20000	41927	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000002	-1	-1	-1	-1	-1	-1	10000	41928	1	1	-1	10000	41929	1	1	-1	5000	41930	1	1	-1	20000	41931	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000003	-1	-1	-1	-1	-1	-1	10000	41932	1	1	-1	10000	41933	1	1	-1	5000	41934	1	1	-1	20000	41935	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000006	-1	-1	-1	-1	-1	-1	10000	42027	1	1	-1	8000	42028	1	1	-1	10000	42029	1	1	-1	5000	42030	1	1	-1	10000	42031	1	1	-1	10000	42032	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000007	-1	-1	-1	-1	-1	-1	10000	42033	1	1	-1	6000	42034	2	2	-1	8000	42035	1	1	-1	5000	42036	2	2	-1	10000	42037	1	1	-1	10000	42038	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000008	-1	-1	-1	-1	-1	-1	10000	42039	1	1	-1	5000	42040	2	2	-1	8000	42041	2	2	-1	5000	42042	1	1	-1	10000	42043	1	1	-1	10000	42044	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000011	-1	-1	-1	-1	-1	-1	10000	41936	1	1	-1	10000	41937	1	1	-1	5000	41938	1	1	-1	20000	41939	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000012	-1	-1	-1	-1	-1	-1	10000	41940	1	1	-1	10000	41941	1	1	-1	5000	41942	1	1	-1	20000	41943	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000013	-1	-1	-1	-1	-1	-1	10000	41944	1	1	-1	10000	41945	1	1	-1	5000	41946	1	1	-1	20000	41947	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000016	-1	-1	-1	-1	-1	-1	10000	42045	1	1	-1	8000	42046	1	1	-1	10000	42047	1	1	-1	5000	42048	1	1	-1	10000	42049	1	1	-1	10000	42050	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000017	-1	-1	-1	-1	-1	-1	10000	42051	1	1	-1	6000	42052	2	2	-1	8000	42053	1	1	-1	5000	42054	2	2	-1	10000	42055	1	1	-1	10000	42056	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000018	-1	-1	-1	-1	-1	-1	10000	42057	1	1	-1	5000	42058	2	2	-1	8000	42059	2	2	-1	5000	42060	1	1	-1	10000	42061	1	1	-1	10000	42062	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000021	-1	-1	-1	-1	-1	-1	10000	41948	1	1	-1	10000	41949	1	1	-1	5000	41950	1	1	-1	20000	41951	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000022	-1	-1	-1	-1	-1	-1	10000	41952	1	1	-1	10000	41953	1	1	-1	5000	41954	1	1	-1	20000	41955	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000023	-1	-1	-1	-1	-1	-1	10000	41956	1	1	-1	10000	41957	1	1	-1	5000	41958	1	1	-1	20000	41959	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000026	-1	-1	-1	-1	-1	-1	10000	42063	1	1	-1	8000	42064	1	1	-1	10000	42065	1	1	-1	5000	42066	1	1	-1	10000	42067	1	1	-1	10000	42068	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000027	-1	-1	-1	-1	-1	-1	10000	42069	1	1	-1	6000	42070	2	2	-1	8000	42071	1	1	-1	5000	42072	2	2	-1	10000	42073	1	1	-1	10000	42074	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000028	-1	-1	-1	-1	-1	-1	10000	42075	1	1	-1	5000	42076	2	2	-1	8000	42077	2	2	-1	5000	42078	1	1	-1	10000	42079	1	1	-1	10000	42080	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000031	-1	-1	-1	-1	-1	-1	10000	41960	1	1	-1	10000	41961	1	1	-1	5000	41962	1	1	-1	20000	41963	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000032	-1	-1	-1	-1	-1	-1	10000	41964	1	1	-1	10000	41965	1	1	-1	5000	41966	1	1	-1	20000	41967	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000033	-1	-1	-1	-1	-1	-1	10000	41968	1	1	-1	10000	41969	1	1	-1	5000	41970	1	1	-1	20000	41971	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000036	-1	-1	-1	-1	-1	-1	10000	42081	1	1	-1	8000	42082	1	1	-1	10000	42083	1	1	-1	5000	42084	1	1	-1	10000	42085	1	1	-1	10000	42086	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000037	-1	-1	-1	-1	-1	-1	10000	42087	1	1	-1	6000	42088	2	2	-1	8000	42089	1	1	-1	5000	42090	2	2	-1	10000	42091	1	1	-1	10000	42092	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000038	-1	-1	-1	-1	-1	-1	10000	42093	1	1	-1	5000	42094	2	2	-1	8000	42095	2	2	-1	5000	42096	1	1	-1	10000	42097	1	1	-1	10000	42098	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000041	-1	-1	-1	-1	-1	-1	10000	41972	1	1	-1	10000	41973	1	1	-1	5000	41974	1	1	-1	20000	41975	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000042	-1	-1	-1	-1	-1	-1	10000	41976	1	1	-1	10000	41977	1	1	-1	5000	41978	1	1	-1	20000	41979	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000043	-1	-1	-1	-1	-1	-1	10000	41980	1	1	-1	10000	41981	1	1	-1	5000	41982	1	1	-1	20000	41983	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000046	-1	-1	-1	-1	-1	-1	10000	42099	1	1	-1	8000	42100	1	1	-1	10000	42101	1	1	-1	5000	42102	1	1	-1	10000	42103	1	1	-1	10000	42104	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000047	-1	-1	-1	-1	-1	-1	10000	42105	1	1	-1	6000	42106	2	2	-1	8000	42107	1	1	-1	5000	42108	2	2	-1	10000	42109	1	1	-1	10000	42110	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000048	-1	-1	-1	-1	-1	-1	10000	42111	1	1	-1	5000	42112	2	2	-1	8000	42113	2	2	-1	5000	42114	1	1	-1	10000	42115	1	1	-1	10000	42116	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000051	-1	-1	-1	-1	-1	-1	10000	41984	1	1	-1	10000	41985	1	1	-1	5000	41986	1	1	-1	20000	41987	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000052	-1	-1	-1	-1	-1	-1	10000	41988	1	1	-1	10000	41989	1	1	-1	5000	41990	1	1	-1	20000	41991	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000053	-1	-1	-1	-1	-1	-1	10000	41992	1	1	-1	10000	41993	1	1	-1	5000	41994	1	1	-1	20000	41995	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000056	-1	-1	-1	-1	-1	-1	10000	42117	1	1	-1	8000	42118	1	1	-1	10000	42119	1	1	-1	5000	42120	1	1	-1	10000	42121	1	1	-1	10000	42122	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000057	-1	-1	-1	-1	-1	-1	10000	42123	1	1	-1	6000	42124	2	2	-1	8000	42125	1	1	-1	5000	42126	2	2	-1	10000	42127	1	1	-1	10000	42128	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000058	-1	-1	-1	-1	-1	-1	10000	42129	1	1	-1	5000	42130	2	2	-1	8000	42131	2	2	-1	5000	42132	1	1	-1	10000	42133	1	1	-1	10000	42134	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000061	-1	-1	-1	-1	-1	-1	10000	41996	1	1	-1	10000	41997	1	1	-1	5000	41998	1	1	-1	20000	41999	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000062	-1	-1	-1	-1	-1	-1	10000	42000	1	1	-1	10000	42001	1	1	-1	5000	42002	1	1	-1	20000	42003	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000063	-1	-1	-1	-1	-1	-1	10000	42004	1	1	-1	10000	42005	0	0	-1	5000	42006	1	1	-1	20000	42007	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000066	-1	-1	-1	-1	-1	-1	10000	42135	1	1	-1	8000	42136	1	1	-1	10000	42137	2	2	-1	5000	42138	1	1	-1	10000	42139	1	1	-1	10000	42140	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000067	-1	-1	-1	-1	-1	-1	10000	42141	1	1	-1	6000	42142	2	2	-1	8000	42143	1	1	-1	5000	42144	2	2	-1	10000	42145	1	1	-1	10000	42146	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000068	-1	-1	-1	-1	-1	-1	10000	42147	1	1	-1	5000	42148	2	2	-1	8000	42149	2	2	-1	5000	42150	1	1	-1	10000	42151	1	1	-1	10000	42152	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000101	-1	-1	-1	-1	-1	-1	10000	42008	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000201	-1	-1	-1	-1	-1	-1	10000	42009	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000202	-1	-1	-1	-1	-1	-1	10000	42010	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000250	-1	-1	-1	-1	-1	-1	10000	950	1	1	-1	10000	951	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000251	-1	-1	-1	-1	-1	-1	10000	962	1	1	-1	10000	963	1	1	-1	10000	964	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000252	-1	-1	-1	-1	-1	-1	10000	952	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000253	-1	-1	-1	-1	-1	-1	10000	953	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000254	-1	-1	-1	-1	-1	-1	10000	954	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000255	-1	-1	-1	-1	-1	-1	10000	955	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000256	-1	-1	-1	-1	-1	-1	10000	956	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000257	-1	-1	-1	-1	-1	-1	10000	957	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000258	-1	-1	-1	-1	-1	-1	10000	958	1	1	-1	1000	959	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000259	-1	-1	-1	-1	-1	-1	10000	960	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000260	-1	-1	-1	-1	-1	-1	10000	961	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000261	-1	-1	-1	-1	-1	-1	10000	965	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000262	-1	-1	-1	-1	-1	-1	10000	966	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000263	-1	-1	-1	-1	-1	-1	10000	962	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000264	-1	-1	-1	-1	-1	-1	10000	963	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1000265	-1	-1	-1	-1	-1	-1	10000	964	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
